;;;;;;;;;;;;;;;;;0;0;0;1;1;1;4;5;7;8;9;10;11;16;16;16;16;16;16;16;
;;;;;;;;;;;;;;;;;RECEIVER;RECEIVER;RECEIVER;CURRENT F1678;CURRENT F1678;CURRENT F1678;RPM SENSOR;TEMPERATURE SENSOR;TEMPERATURE SENSOR;TEMPERATURE SENSOR;TEMPERATURE SENSOR;TEMPERATURE SENSOR;TEMPERATURE SENSOR;GPS;GPS;GPS;GPS;GPS;GPS;GPS;
TIME;CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8;CH9;CH10;CH11;CH12;CH13;CH14;CH15;CH16;BATTERY;EXTERNAL BATTERY;STATUS;CURRENT;VOLTAGE;CAPACITY;ROTATION;TEMPERATURE;TEMPERATURE;TEMPERATURE;TEMPERATURE;TEMPERATURE;TEMPERATURE;DISTANCE;SPEED;ALTITUDE;VARIOMETER;LATITUDE;LONGITUDE;TIME(UTC);
0;0,0;0,3;39,6;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,9;   170;  5070; 136; 103;  92;  47;  67;  87;---;---;    0,0;    0,0;---;---;---;
1012;0,0;0,3;39,6;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,9;   170;  5136; 137; 104;  92;  47;  67;  87;---;---;    0,0;    0,0;---;---;---;
2026;0,0;0,3;39,6;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,9;   170;  5112; 137; 105;  93;  48;  68;  90;---;---;    0,0;    0,0;---;---;---;
3041;0,0;0,3;-33,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,9;   170;  5070; 138; 106;  94;  48;  69;  91;---;---;    0,0;    0,0;---;---;---;
4056;0,0;0,3;-45,7;4,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,6;  8,0;   170;  6096; 139; 107;  95;  49;  69;  92;---;---;    0,0;    0,0;---;---;---;
5069;0,0;0,3;53,4;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,6;  8,0;   170;  5502; 139; 108;  95;  49;  69;  92;---;---;    0,0;    0,0;---;---;---;
6082;0,0;0,3;46,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,8;  7,9;   170;  4920; 140; 109;  96;  49;  70;  92;---;---;    0,0;    0,0;---;---;---;
7097;0,0;0,3;46,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,9;   170;  4962; 140; 109;  97;  49;  70;  93;---;---;    0,0;    0,0;---;---;---;
8111;0,0;0,4;46,9;0,0;100,0;0,0;0,4;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,8;  7,9;   170;  4872; 141; 110;  98;  50;  70;  94;---;---;    0,0;    0,0;---;---;---;
9122;0,0;0,3;46,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,8;  7,9;   171;  4884; 141; 111;  98;  50;  71;  94;---;---;   -1,0;    0,0;---;---;---;
10137;0,0;0,3;46,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,8;  7,9;   171;  4830; 141; 111;  99;  50;  71;  95;---;---;   -1,0;    0,0;---;---;---;
11152;0,0;0,3;46,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,8;  7,9;   171;  4872; 141; 112; 100;  51;  71;  95;---;---;   -1,0;    0,0;---;---;---;
12165;0,0;0,3;46,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,8;  7,9;   171;  4872; 141; 112; 101;  51;  71;  96;---;---;   -1,0;    0,0;---;---;---;
13179;0,0;0,3;46,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,7;  7,9;   171;  4932; 141; 113; 101;  52;  71;  97;---;---;   -1,0;    0,0;---;---;---;
14196;0,0;0,3;46,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,9;   171;  5148; 141; 114; 102;  52;  72;  97;---;---;   -1,0;    0,0;---;---;---;
15210;0,0;0,3;28,4;-1,8;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,9;   171;  5148; 141; 114; 103;  53;  72;  97;---;---;    0,0;    0,0;---;---;---;
16223;0,0;0,4;-65,9;0,0;100,0;0,0;0,4;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  8,0;  0,0;3;   0,8;  7,9;   171;  4452; 141; 115; 103;  53;  72;  97;---;---;    1,0;    0,0;---;---;---;
17237;0,0;0,3;-65,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  8,0;  0,0;3;   0,6;  8,0;   172;  6420; 141; 115; 104;  53;  72;  98;---;---;    1,0;    0,0;---;---;---;
18251;0,0;0,3;-10,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,6;  8,0;   172;  6462; 142; 116; 104;  53;  72;  98;---;---;    1,0;    0,0;---;---;---;
19263;0,0;0,3;-22,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,6;  8,0;   172;  6180; 142; 117; 105;  54;  72;  99;---;---;    1,0;    0,0;---;---;---;
20274;0,0;0,3;-65,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,6;  8,0;   172;  6300; 143; 117; 106;  54;  73; 100;---;---;   -1,0;   -1,0;---;---;---;
21286;0,0;0,3;-65,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,6;  8,0;   172;  6390; 144; 118; 106;  55;  74; 100;---;---;    0,0;    0,0;---;---;---;
22298;0,0;0,3;-65,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,6;  8,0;   172;  6390; 144; 118; 107;  56;  75; 101;---;---;    0,0;    0,0;---;---;---;
23310;0,0;0,3;-65,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,6;  8,0;   172;  6390; 144; 118; 108;  57;  77; 102;---;---;    0,0;    0,0;---;---;---;
24322;0,0;0,4;14,3;0,0;100,0;0,0;0,4;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,6;  8,0;   172;  6378; 147; 120; 109;  58;  78; 102;---;---;    0,0;    0,0;---;---;---;
25334;0,0;0,3;39,6;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,6;  8,0;   172;  6156; 148; 121; 110;  59;  79; 102;---;---;   -1,0;    0,0;---;---;---;
26346;0,0;0,3;54,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,9;   172;  5268; 150; 123; 112;  60;  81; 102;---;---;    0,0;    0,0;---;---;---;
27358;0,0;0,3;54,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,8;  7,9;   172;  4710; 151; 124; 113;  62;  82; 102;---;---;   -1,0;    0,0;---;---;---;
28370;0,0;0,3;54,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,8;  7,9;   172;  4710; 151; 125; 114;  63;  83; 104;---;---;    0,0;    0,0;---;---;---;
29382;0,0;0,3;54,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,8;  7,9;   173;  4734; 152; 125; 115;  64;  84; 105;---;---;    0,0;    0,0;---;---;---;
30393;0,0;0,3;54,2;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,8;  7,9;   173;  4770; 152; 126; 116;  64;  85; 106;---;---;    0,0;    0,0;---;---;---;
31404;0,0;0,3;54,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,8;  7,9;   173;  4776; 152; 126; 116;  65;  85; 106;---;---;   -1,0;    0,0;---;---;---;
32417;0,0;0,3;54,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,9;   173;  5088; 152; 127; 117;  65;  86; 106;---;---;    0,0;    0,0;---;---;---;
33429;0,0;0,4;0,4;0,0;100,0;0,0;0,4;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,9;   173;  5118; 151; 127; 117;  65;  86; 106;---;---;    0,0;    0,0;---;---;---;
34441;0,0;0,4;89,9;0,0;100,0;0,0;0,4;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,9;   173;  5184; 151; 127; 118;  66;  86; 107;---;---;    0,0;    0,0;---;---;---;
35453;0,0;0,3;17,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,9;   173;  2478; 151; 128; 118;  66;  86; 107;---;---;    0,0;    0,0;---;---;---;
36465;0,0;0,4;46,6;0,0;100,0;0,0;0,4;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,6;  7,9;   173;  6084; 150; 128; 118;  67;  86; 108;---;---;    0,0;    0,0;---;---;---;
37477;0,0;0,4;38,2;0,0;100,0;0,0;0,4;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,7;  7,9;   173;  1776; 150; 128; 118;  67;  87; 109;---;---;   -1,0;    0,0;---;---;---;
38489;0,0;0,4;61,3;0,0;100,0;0,0;0,4;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,3;  8,0;   174;   876; 149; 128; 118;  67;  87; 109;---;---;   -1,0;    0,0;---;---;---;
39501;0,0;0,4;61,3;0,0;100,0;0,0;0,4;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,3;  8,0;   174;   876; 149; 128; 118;  68;  87; 109;---;---;   -1,0;    0,0;---;---;---;
40514;0,0;0,3;61,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,8;  7,9;   174;  4680; 148; 127; 118;  68;  87; 110;---;---;    0,0;    0,0;---;---;---;
41525;0,0;0,4;61,3;0,0;100,0;0,0;0,4;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,8;  7,9;   174;  4716; 147; 127; 118;  68;  87; 110;---;---;    0,0;    0,0;---;---;---;
42536;0,0;0,3;61,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,8;  7,9;   174;  4716; 146; 126; 117;  68;  87; 110;---;---;    0,0;    0,0;---;---;---;
43548;0,0;0,3;61,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,8;  7,9;   174;  4746; 145; 126; 117;  67;  87; 110;---;---;    1,0;    0,0;---;---;---;
44560;0,0;0,3;61,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,8;  7,9;   174;  4746; 144; 126; 117;  67;  86; 110;---;---;    0,0;    0,0;---;---;---;
45572;0,0;0,4;61,3;0,0;100,0;0,0;0,4;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,8;  7,9;   174;  4704; 143; 125; 117;  67;  86; 110;---;---;    0,0;    0,0;---;---;---;
46584;0,0;0,4;61,3;0,0;100,0;0,0;0,4;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,8;  7,9;   175;  4656; 143; 126; 116;  66;  86; 110;---;---;    0,0;    0,0;---;---;---;
47596;0,0;0,4;61,3;0,0;100,0;0,0;0,4;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,8;  7,9;   175;  4542; 142; 126; 116;  66;  86; 109;---;---;    0,0;    0,0;---;---;---;
48608;0,0;0,4;61,3;0,0;100,0;0,0;0,4;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,8;  7,9;   175;  4152; 142; 126; 116;  66;  85; 110;---;---;    0,0;    0,0;---;---;---;
49621;0,0;0,3;53,7;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,8;  7,9;   175;  4008; 141; 126; 116;  66;  85; 110;---;---;    0,0;    0,0;---;---;---;
50635;0,0;0,3;-65,9;1,8;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,9;   175;  5406; 141; 126; 117;  65;  85; 110;---;---;    0,0;    0,0;---;---;---;
51650;0,0;0,3;54,0;0,1;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,7;  7,9;   175;  2862; 140; 126; 116;  65;  84; 110;---;---;    0,0;    0,0;---;---;---;
52664;0,0;0,4;47,6;0,0;100,0;0,0;0,4;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,8;  7,9;   175;  4164; 140; 126; 116;  65;  84; 110;---;---;    0,0;    0,0;---;---;---;
53674;0,0;0,3;46,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,8;  7,9;   175;  4806; 140; 126; 116;  65;  84; 110;---;---;    0,0;    0,0;---;---;---;
54688;0,0;0,3;46,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,8;  7,9;   175;  4872; 140; 126; 116;  65;  84; 110;---;---;    0,0;    0,0;---;---;---;
55702;0,0;0,4;46,9;0,0;100,0;0,0;0,4;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,9;   176;  4938; 139; 127; 116;  65;  83; 110;---;---;    0,0;    0,0;---;---;---;
56715;0,0;0,4;46,9;0,0;100,0;0,0;0,4;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,8;  7,9;   176;  4860; 139; 127; 116;  65;  83; 110;---;---;    0,0;    0,0;---;---;---;
57729;0,0;0,4;46,9;0,0;100,0;0,0;0,4;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,8;  7,9;   176;  4890; 139; 127; 116;  65;  83; 109;---;---;    0,0;    0,0;---;---;---;
58744;0,0;0,3;46,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,9;   176;  5178; 139; 127; 116;  65;  83; 109;---;---;    0,0;    0,0;---;---;---;
59760;0,0;0,4;46,9;0,0;100,0;0,0;0,4;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,9;   176;  5256; 139; 128; 116;  66;  83; 108;---;---;    0,0;    0,0;---;---;---;
60774;0,0;0,3;46,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,9;   176;  5190; 139; 128; 117;  66;  83; 108;---;---;    0,0;    0,0;---;---;---;
61789;0,0;0,3;46,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,9;   176;  5202; 139; 128; 117;  67;  83; 108;---;---;    0,0;    0,0;---;---;---;
62803;0,0;0,4;46,9;0,0;100,0;0,0;0,4;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,9;   176;  5256; 139; 129; 117;  67;  83; 109;---;---;    0,0;    0,0;---;---;---;
63816;0,0;0,4;46,9;0,0;100,0;0,0;0,4;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,7;  7,9;   176;  5310; 139; 129; 117;  66;  83; 110;---;---;    0,0;    0,0;---;---;---;
64829;0,0;0,4;46,9;0,0;100,0;0,0;0,4;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,7;  7,9;   177;  5292; 139; 130; 118;  66;  83; 110;---;---;    0,0;    0,0;---;---;---;
65844;0,0;0,4;46,9;0,0;100,0;0,0;0,4;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,9;   177;  5040; 139; 130; 118;  66;  83; 111;---;---;    0,0;    0,0;---;---;---;
66857;0,0;0,4;46,9;0,0;100,0;0,0;0,4;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,9;   177;  5040; 139; 131; 119;  66;  83; 111;---;---;    0,0;    0,0;---;---;---;
67870;0,0;0,4;46,9;0,0;100,0;0,0;0,4;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,9;   177;  5184; 139; 131; 119;  66;  83; 111;---;---;    0,0;    0,0;---;---;---;
68884;0,0;0,4;46,9;0,0;100,0;0,0;0,4;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,9;   177;  5184; 139; 131; 119;  66;  83; 111;---;---;    1,0;    0,0;---;---;---;
69898;0,0;0,4;46,9;0,0;100,0;0,0;0,4;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,9;   177;  5154; 140; 131; 120;  66;  84; 112;---;---;    1,0;    0,0;---;---;---;
70912;0,0;0,4;46,9;0,0;100,0;0,0;0,4;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,9;   177;  5160; 140; 132; 120;  66;  84; 112;---;---;    0,0;    0,0;---;---;---;
71927;0,0;0,4;46,9;0,0;100,0;0,0;0,4;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,9;   177;  5100; 140; 132; 120;  66;  84; 113;---;---;    0,0;    0,0;---;---;---;
72940;0,0;0,4;46,9;0,0;100,0;0,0;0,4;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,9;   177;  4980; 140; 133; 121;  66;  84; 113;---;---;    0,0;    0,0;---;---;---;
73953;0,0;0,4;46,9;0,0;100,0;0,0;0,4;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,9;   177;  5010; 140; 133; 121;  66;  84; 113;---;---;    0,0;    0,0;---;---;---;
74968;0,0;0,3;-37,6;-1,2;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,9;   178;  5028; 140; 133; 121;  66;  84; 113;---;---;    0,0;    0,0;---;---;---;
75979;0,0;0,3;-65,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,6;  7,9;   178;  5952; 140; 134; 121;  66;  84; 113;---;---;    1,0;    0,0;---;---;---;
76992;0,0;0,3;-65,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,6;  7,9;   178;  6396; 140; 133; 122;  67;  84; 114;---;---;    1,0;    0,0;---;---;---;
78006;0,0;0,3;-65,9;1,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,6;  7,9;   178;  6420; 140; 134; 122;  67;  84; 114;---;---;    1,0;    0,0;---;---;---;
79021;0,0;0,3;-65,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,6;  7,9;   178;  6312; 141; 134; 122;  67;  85; 114;---;---;    0,0;    0,0;---;---;---;
80037;0,0;0,3;-65,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,6;  7,9;   178;  6276; 142; 135; 123;  68;  86; 115;---;---;    0,0;    0,0;---;---;---;
81049;0,0;0,3;-65,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,6;  7,9;   178;  6066; 143; 136; 124;  68;  87; 116;---;---;    0,0;    0,0;---;---;---;
82061;0,0;0,3;-65,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,6;  7,9;   178;  6000; 144; 137; 124;  69;  88; 116;---;---;    0,0;    0,0;---;---;---;
83073;0,0;0,3;-65,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,6;  7,9;   178;  6000; 145; 137; 125;  70;  90; 117;---;---;    0,0;    0,0;---;---;---;
84085;0,0;0,3;0,1;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,6;  7,9;   178;  5892; 147; 138; 126;  70;  91; 118;---;---;    0,0;    0,0;---;---;---;
85097;0,0;0,3;39,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,9;   179;  5820; 148; 139; 127;  71;  92; 119;---;---;    0,0;    0,0;---;---;---;
86109;0,0;0,3;53,9;0,1;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,9;   179;  4950; 149; 140; 128;  71;  94; 120;---;---;    0,0;    0,0;---;---;---;
87120;0,0;0,3;53,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,8;  7,9;   179;  4242; 149; 141; 129;  71;  95; 121;---;---;   -1,0;    0,0;---;---;---;
88132;0,0;0,4;53,9;0,0;100,0;0,0;0,4;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,8;  7,9;   179;  4380; 150; 141; 129;  71;  96; 122;---;---;   -1,0;    0,0;---;---;---;
89144;0,0;0,4;53,9;0,0;100,0;0,0;0,4;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,8;  7,9;   179;  4446; 150; 141; 130;  72;  97; 122;---;---;    0,0;    0,0;---;---;---;
90156;0,0;0,4;54,0;0,0;100,0;0,0;0,4;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,8;  7,9;   179;  4506; 150; 141; 130;  73;  97; 122;---;---;    0,0;    0,0;---;---;---;
91168;0,0;0,3;54,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,8;  7,9;   179;  4560; 150; 141; 130;  73;  97; 122;---;---;   -1,0;    0,0;---;---;---;
92180;0,0;0,3;53,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,8;  7,9;   179;  4524; 149; 140; 130;  73;  97; 122;---;---;    0,0;    0,0;---;---;---;
93192;0,0;0,3;54,5;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,8;  7,9;   180;  4530; 149; 140; 130;  73;  97; 122;---;---;    0,0;    0,0;---;---;---;
94205;0,0;0,3;56,2;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,8;  7,9;   180;  4470; 149; 140; 129;  73;  97; 122;---;---;    0,0;    0,0;---;---;---;
95217;0,0;0,4;56,2;0,0;100,0;0,0;0,4;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,8;  7,9;   180;  4404; 148; 140; 129;  72;  97; 122;---;---;    0,0;    0,0;---;---;---;
96229;0,0;0,3;56,2;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,8;  7,9;   180;  4392; 148; 139; 129;  72;  96; 122;---;---;    0,0;    0,0;---;---;---;
97240;0,0;0,3;56,2;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,8;  7,9;   180;  4326; 147; 139; 129;  71;  96; 122;---;---;    0,0;    0,0;---;---;---;
98251;0,0;0,3;56,2;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,8;  7,9;   180;  4386; 147; 139; 128;  70;  95; 122;---;---;   -1,0;    0,0;---;---;---;
99263;0,0;0,4;56,2;0,0;100,0;0,0;0,4;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,8;  7,9;   180;  4308; 146; 139; 128;  69;  95; 122;---;---;    0,0;    0,0;---;---;---;
