;;;;;;;;;;;;;;;;;0;0;0;1;1;1;4;5;7;8;9;10;11;16;16;16;16;16;16;16;
;;;;;;;;;;;;;;;;;RECEIVER;RECEIVER;RECEIVER;CURRENT F1678;CURRENT F1678;CURRENT F1678;RPM SENSOR;TEMPERATURE SENSOR;TEMPERATURE SENSOR;TEMPERATURE SENSOR;TEMPERATURE SENSOR;TEMPERATURE SENSOR;TEMPERATURE SENSOR;GPS;GPS;GPS;GPS;GPS;GPS;GPS;
TIME;CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8;CH9;CH10;CH11;CH12;CH13;CH14;CH15;CH16;BATTERY;EXTERNAL BATTERY;STATUS;CURRENT;VOLTAGE;CAPACITY;ROTATION;TEMPERATURE;TEMPERATURE;TEMPERATURE;TEMPERATURE;TEMPERATURE;TEMPERATURE;DISTANCE;SPEED;ALTITUDE;VARIOMETER;LATITUDE;LONGITUDE;TIME(UTC);
353443;0,0;0,3;-65,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,6;  7,9;   208;  6330; 135; 127; 117;  66;  93; 114;     2;    0;    1,0;    0,0;N 58:16.0564;E 12:16.6142;14:03:44;
354453;0,0;0,3;-65,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,6;  7,9;   208;  6330; 135; 127; 117;  65;  93; 113;     3;    0;    1,0;    0,0;N 58:16.0563;E 12:16.6141;14:03:45;
355466;0,0;0,3;-65,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,6;  7,9;   208;  6090; 136; 127; 117;  65;  93; 114;     3;    0;    2,0;    0,0;N 58:16.0562;E 12:16.6141;14:03:46;
356478;0,0;0,3;-65,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,9;   208;  6030; 136; 127; 118;  65;  93; 114;     3;    0;    2,0;    0,0;N 58:16.0562;E 12:16.6141;14:03:47;
357490;0,0;0,3;-4,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,9;   208;  5772; 137; 128; 118;  66;  93; 114;     3;    0;    3,0;    0,0;N 58:16.0562;E 12:16.6140;14:03:48;
358502;0,0;0,3;7,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,7;  0,0;3;   0,7;  7,9;   208;  5730; 138; 129; 119;  66;  94; 114;     4;    0;    2,0;    0,0;N 58:16.0562;E 12:16.6140;14:03:49;
359516;0,0;0,3;35,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,7;  0,0;3;   0,7;  7,9;   208;  5748; 139; 130; 120;  65;  95; 115;     3;    0;    3,0;    0,0;N 58:16.0562;E 12:16.6140;14:03:50;
360528;0,0;0,3;35,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,9;   208;  5604; 139; 131; 121;  64;  96; 116;     4;    0;    2,0;    0,0;N 58:16.0563;E 12:16.6139;14:03:51;
361540;0,0;0,3;35,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,9;   209;  5196; 140; 132; 121;  64;  97; 116;     3;    0;    2,0;    0,0;N 58:16.0563;E 12:16.6138;14:03:52;
362552;0,0;0,3;35,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,9;   209;  5310; 140; 132; 121;  63;  98; 117;     3;    0;    2,0;    0,0;N 58:16.0564;E 12:16.6140;14:03:53;
363564;0,0;0,3;35,1;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,9;   209;  5370; 141; 133; 121;  63;  98; 117;     3;    0;    2,0;    0,0;N 58:16.0564;E 12:16.6142;14:03:54;
364575;0,0;0,3;35,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,7;  7,9;   209;  5358; 141; 133; 122;  62;  98; 116;     3;    0;    2,0;    0,0;N 58:16.0565;E 12:16.6143;14:03:55;
365586;0,0;0,3;35,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,7;  7,9;   209;  5454; 141; 133; 122;  62;  99; 117;     3;    0;    2,0;    0,0;N 58:16.0565;E 12:16.6146;14:03:56;
366598;0,0;0,3;35,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,8;   209;  5484; 141; 134; 122;  61;  99; 117;     3;    0;    2,0;    0,0;N 58:16.0565;E 12:16.6146;14:03:57;
367610;0,0;0,3;35,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,9;   209;  5496; 142; 134; 122;  60;  99; 117;     2;    0;    2,0;    0,0;N 58:16.0566;E 12:16.6146;14:03:58;
368622;0,0;0,3;35,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,9;   209;  5490; 142; 134; 123;  59;  99; 118;     2;    0;    2,0;    0,0;N 58:16.0566;E 12:16.6146;14:03:59;
369634;0,0;0,3;35,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,9;   209;  5502; 142; 135; 123;  59;  99; 118;     2;    0;    2,0;    0,0;N 58:16.0566;E 12:16.6146;14:03:59;
370646;0,0;0,3;-65,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,7;  7,9;   210;  5496; 142; 135; 123;  59;  99; 118;     3;    0;    2,0;    0,0;N 58:16.0566;E 12:16.6145;14:04:00;
371659;0,0;0,3;-65,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,6;  7,9;   210;  6228; 143; 136; 124;  59;  99; 118;     2;    0;    3,0;    0,0;N 58:16.0567;E 12:16.6146;14:04:01;
372671;0,0;0,3;-65,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,6;  7,9;   210;  6264; 143; 136; 124;  60;  99; 118;     3;    0;    3,0;    0,0;N 58:16.0567;E 12:16.6146;14:04:02;
373683;0,0;0,3;-65,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,9;   210;  6024; 143; 137; 125;  61; 100; 119;     3;    0;    2,0;    0,0;N 58:16.0566;E 12:16.6145;14:04:03;
374695;0,0;0,3;-65,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,6;  7,9;   210;  5952; 144; 138; 126;  62; 100; 119;     3;    0;    2,0;    0,0;N 58:16.0566;E 12:16.6144;14:04:04;
375706;0,0;0,3;-31,4;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,7;  7,9;   210;  5904; 145; 138; 126;  62; 100; 119;     3;    0;    2,0;    0,0;N 58:16.0566;E 12:16.6144;14:04:05;
376717;0,0;0,3;1,2;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,7;  7,9;   210;  5652; 145; 139; 128;  65; 102; 120;     2;    0;    2,0;    0,0;N 58:16.0567;E 12:16.6143;14:04:06;
377729;0,0;0,3;28,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,7;  7,9;   210;  5676; 146; 140; 129;  66; 103; 121;     2;    0;    2,0;    0,0;N 58:16.0567;E 12:16.6143;14:04:07;
378741;0,0;0,3;28,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,8;   210;  5214; 147; 140; 129;  66; 104; 121;     3;    0;    2,0;    0,0;N 58:16.0566;E 12:16.6142;14:04:08;
379753;0,0;0,3;60,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,7;  7,8;   210;  5214; 147; 140; 130;  67; 106; 122;     3;    0;    2,0;    0,0;N 58:16.0566;E 12:16.6142;14:04:09;
380765;0,0;0,3;57,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,8;  7,8;   211;  4332; 148; 141; 130;  68; 106; 122;     3;    0;    2,0;    0,0;N 58:16.0566;E 12:16.6142;14:04:11;
381777;0,0;0,3;57,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,8;  7,8;   211;  4572; 148; 141; 131;  69; 107; 122;     3;    0;    2,0;    0,0;N 58:16.0566;E 12:16.6141;14:04:12;
382789;0,0;0,3;57,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,8;  7,8;   211;  4524; 148; 141; 131;  69; 108; 122;     3;    0;    2,0;    0,0;N 58:16.0566;E 12:16.6140;14:04:13;
383801;0,0;0,3;57,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,8;  7,8;   211;  4680; 148; 141; 131;  70; 108; 122;     3;    0;    2,0;    0,0;N 58:16.0565;E 12:16.6139;14:04:14;
384816;0,0;0,3;57,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,8;  7,8;   211;  4716; 148; 141; 131;  70; 108; 122;     3;    0;    2,0;    0,0;N 58:16.0565;E 12:16.6139;14:04:15;
385830;0,0;0,3;57,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,8;  7,8;   211;  4800; 147; 140; 131;  71; 108; 122;     3;    0;    2,0;    0,0;N 58:16.0564;E 12:16.6137;14:04:16;
386843;0,0;0,3;57,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,8;  7,8;   211;  4728; 147; 140; 130;  71; 108; 121;     3;    0;    2,0;    0,0;N 58:16.0564;E 12:16.6137;14:04:17;
387854;0,0;0,3;57,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,8;  7,8;   211;  4740; 147; 139; 130;  72; 108; 120;     3;    0;    1,0;    0,0;N 58:16.0564;E 12:16.6135;14:04:18;
388869;0,0;0,3;57,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,8;  7,8;   212;  4740; 146; 139; 129;  72; 107; 119;     3;    0;    2,0;    0,0;N 58:16.0565;E 12:16.6134;14:04:19;
389882;0,0;0,3;57,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,8;  7,8;   212;  4680; 146; 138; 129;  72; 107; 117;     3;    0;    2,0;    0,0;N 58:16.0566;E 12:16.6134;14:04:20;
390896;0,0;0,3;57,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,8;  7,8;   212;  4788; 145; 138; 128;  72; 106; 117;     3;    0;    2,0;    0,0;N 58:16.0566;E 12:16.6132;14:04:21;
391911;0,0;0,3;57,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,8;  7,8;   212;  4854; 145; 138; 128;  71; 106; 118;     3;    0;    1,0;    0,0;N 58:16.0566;E 12:16.6131;14:04:22;
392926;0,0;0,3;57,1;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,8;  7,8;   212;  4878; 145; 138; 128;  70; 105; 119;     3;    0;    1,0;    0,0;N 58:16.0566;E 12:16.6131;14:04:23;
393940;0,0;0,3;-65,9;5,7;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,6;  7,8;   212;  6084; 144; 138; 128;  69; 105; 119;     3;    0;    1,0;    0,0;N 58:16.0565;E 12:16.6131;14:04:24;
394955;0,0;0,3;-65,9;4,2;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,6;  7,9;   212;  6288; 143; 138; 128;  68; 104; 120;     3;    0;    2,0;    0,0;N 58:16.0565;E 12:16.6132;14:04:25;
395970;0,0;0,3;-65,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,6;  7,9;   212;  6264; 144; 138; 128;  67; 104; 121;     3;    0;    2,0;    0,0;N 58:16.0565;E 12:16.6131;14:04:26;
396983;0,0;0,3;-65,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,6;  7,9;   213;  6012; 144; 139; 128;  66; 104; 121;     3;    0;    2,0;    0,0;N 58:16.0565;E 12:16.6130;14:04:27;
397997;0,0;0,3;-11,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,6;  7,9;   213;  6054; 145; 139; 128;  65; 104; 122;     3;    0;    2,0;    0,0;N 58:16.0565;E 12:16.6130;14:04:28;
399009;0,0;0,3;14,6;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,7;  7,9;   213;  5556; 145; 140; 128;  64; 104; 123;     4;    0;    2,0;    0,0;N 58:16.0564;E 12:16.6128;14:04:29;
400023;0,0;0,3;28,4;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,7;  7,9;   213;  5556; 145; 140; 128;  64; 105; 123;     4;    0;    2,0;    0,0;N 58:16.0564;E 12:16.6126;14:04:30;
401036;0,0;0,3;-13,4;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,6;  7,8;   213;  6222; 146; 140; 129;  65; 106; 123;     4;    0;    2,0;    0,0;N 58:16.0563;E 12:16.6126;14:04:31;
402050;0,0;0,3;-65,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,6;  7,8;   213;  6294; 146; 140; 129;  65; 107; 124;     4;    0;    2,0;    0,0;N 58:16.0562;E 12:16.6124;14:04:32;
403064;0,0;0,3;-42,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,7;  7,8;   213;  5976; 147; 141; 129;  64; 107; 124;     4;    0;    2,0;    0,0;N 58:16.0561;E 12:16.6123;14:04:33;
404078;0,0;0,3;28,7;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,9;  7,8;   213;  3954; 148; 141; 130;  64; 108; 125;     5;    0;    1,0;    0,0;N 58:16.0559;E 12:16.6119;14:04:34;
405093;0,0;0,3;49,7;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,7;  7,8;   213;  5286; 148; 141; 130;  64; 108; 126;     5;    0;    2,0;    0,0;N 58:16.0558;E 12:16.6118;14:04:35;
406106;0,0;0,3;49,7;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,8;  7,8;   213;  4656; 149; 142; 130;  64; 109; 126;     5;    0;    1,0;    0,0;N 58:16.0557;E 12:16.6117;14:04:36;
407119;0,0;0,3;64,6;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,8;  7,8;   213;  4956; 149; 142; 130;  64; 109; 127;     5;    0;    2,0;    0,0;N 58:16.0555;E 12:16.6115;14:04:37;
408135;0,0;0,3;64,6;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,8;  7,8;   214;  4446; 149; 142; 130;  65; 110; 127;     6;    0;    2,0;    0,0;N 58:16.0554;E 12:16.6113;14:04:38;
409146;0,0;0,3;64,4;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,8;  7,8;   214;  4572; 149; 142; 130;  67; 110; 126;     6;    0;    2,0;    0,0;N 58:16.0554;E 12:16.6112;14:04:40;
410157;0,0;0,3;64,4;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,8;  7,8;   214;  4620; 149; 141; 130;  68; 110; 125;     6;    0;    2,0;    0,0;N 58:16.0553;E 12:16.6112;14:04:41;
411169;0,0;0,3;72,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,8;  7,8;   214;  4650; 149; 141; 129;  69; 109; 125;     6;    0;    2,0;    0,0;N 58:16.0551;E 12:16.6111;14:04:42;
412181;0,0;0,3;72,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,9;  7,8;   214;  4200; 148; 141; 129;  68; 109; 125;     6;    0;    2,0;    0,0;N 58:16.0550;E 12:16.6111;14:04:43;
413193;0,0;0,3;72,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,9;  7,8;   214;  4152; 148; 140; 128;  68; 109; 125;     7;    0;    2,0;    0,0;N 58:16.0550;E 12:16.6110;14:04:44;
414205;0,0;0,3;72,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,9;  7,8;   214;  4116; 147; 140; 128;  67; 108; 125;     7;    0;    1,0;    0,0;N 58:16.0549;E 12:16.6111;14:04:45;
415217;0,0;0,3;72,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,9;  7,8;   214;  4116; 147; 140; 127;  66; 108; 125;     6;    0;    1,0;    0,0;N 58:16.0549;E 12:16.6111;14:04:45;
416229;0,0;0,3;72,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,9;  7,8;   215;  4122; 146; 139; 127;  66; 107; 125;     6;    0;    1,0;    0,0;N 58:16.0548;E 12:16.6111;14:04:46;
417248;0,0;0,3;72,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,9;  7,8;   215;  4170; 145; 139; 127;  65; 106; 124;     7;    0;    1,0;    0,0;N 58:16.0547;E 12:16.6111;14:04:47;
418260;0,0;0,3;72,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,8;  7,8;   215;  4266; 144; 138; 126;  65; 105; 123;     7;    0;    2,0;    0,0;N 58:16.0547;E 12:16.6111;14:04:48;
419283;0,0;0,3;72,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,9;  7,8;   215;  4236; 143; 138; 126;  65; 104; 123;     7;    0;    2,0;    0,0;N 58:16.0546;E 12:16.6110;14:04:49;
420294;0,0;0,3;72,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,8;  7,8;   215;  4314; 143; 137; 126;  64; 103; 122;     7;    0;    2,0;    0,0;N 58:16.0544;E 12:16.6108;14:04:50;
421309;0,0;0,3;72,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,8;  7,8;   215;  4260; 142; 137; 125;  64; 103; 121;     8;    0;    2,0;    0,0;N 58:16.0542;E 12:16.6108;14:04:51;
422321;0,0;0,3;72,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,9;  7,8;   215;  4188; 140; 136; 125;  64; 103; 121;     8;    0;    2,0;    0,0;N 58:16.0541;E 12:16.6105;14:04:52;
423333;0,0;0,3;72,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,9;  7,8;   216;  4200; 140; 136; 124;  63; 101; 120;     8;    0;    2,0;    0,0;N 58:16.0540;E 12:16.6102;14:04:53;
424345;0,0;0,3;72,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,9;  7,8;   216;  4248; 139; 135; 124;  62; 100; 119;     9;    0;    2,0;    0,0;N 58:16.0539;E 12:16.6100;14:04:54;
425356;0,0;0,3;72,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,9;  7,8;   216;  4146; 138; 135; 124;  61;  99; 119;     9;    0;    2,0;    0,0;N 58:16.0539;E 12:16.6100;14:04:55;
426368;0,0;0,3;72,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,9;  7,8;   216;  4200; 137; 135; 123;  60;  98; 119;     8;    0;    2,0;    0,0;N 58:16.0542;E 12:16.6105;14:04:56;
427385;0,0;0,3;72,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,9;  7,8;   216;  4164; 136; 134; 123;  60;  98; 119;     7;    0;    2,0;    0,0;N 58:16.0547;E 12:16.6114;14:04:57;
428402;0,0;0,3;72,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,9;  7,8;   216;  4164; 136; 134; 123;  59;  97; 119;     5;    0;    2,0;    0,0;N 58:16.0553;E 12:16.6124;14:04:58;
429418;0,0;0,3;72,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,9;  7,8;   216;  4170; 135; 134; 122;  59;  96; 119;     5;    0;    2,0;    0,0;N 58:16.0554;E 12:16.6126;14:04:59;
430430;0,0;0,3;72,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,9;  7,8;   216;  4158; 134; 133; 122;  58;  96; 119;     5;    0;    2,0;    0,0;N 58:16.0554;E 12:16.6127;14:05:00;
431446;0,0;0,3;72,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,9;  7,8;   217;  4200; 134; 133; 122;  58;  95; 119;     5;    0;    2,0;    0,0;N 58:16.0555;E 12:16.6129;14:05:01;
432457;0,0;0,3;72,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,9;  7,8;   217;  4200; 133; 133; 122;  58;  95; 118;     4;    0;    2,0;    0,0;N 58:16.0557;E 12:16.6132;14:05:02;
433469;0,0;0,3;72,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,9;  7,8;   217;  4200; 133; 133; 121;  58;  94; 118;     4;    0;    2,0;    0,0;N 58:16.0557;E 12:16.6132;14:05:03;
434481;0,0;0,3;-30,8;0,7;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,8;  7,8;   217;  3828; 132; 132; 121;  58;  94; 118;     4;    0;    2,0;    0,0;N 58:16.0558;E 12:16.6133;14:05:04;
435493;0,0;0,3;-65,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,9;  0,0;3;   0,6;  7,8;   217;  6354; 131; 131; 121;  58;  93; 117;     4;    0;    2,0;    0,0;N 58:16.0558;E 12:16.6134;14:05:05;
436505;0,0;0,3;-61,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,6;  7,8;   217;  6330; 131; 131; 121;  57;  93; 117;     4;    0;    3,0;    0,0;N 58:16.0558;E 12:16.6135;14:05:06;
437517;0,0;0,3;48,7;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,6;  7,8;   217;  5868; 131; 131; 120;  57;  92; 117;     5;    0;    3,0;    0,0;N 58:16.0558;E 12:16.6135;14:05:07;
438529;0,0;0,3;57,1;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,8;  7,8;   217;  4344; 132; 132; 120;  58;  92; 117;     4;    0;    2,0;    0,0;N 58:16.0559;E 12:16.6137;14:05:08;
439541;0,0;0,3;72,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,9;  7,8;   218;  3990; 132; 132; 121;  58;  93; 117;     4;    0;    1,0;    0,0;N 58:16.0560;E 12:16.6139;14:05:09;
